Column1;Column2;Column3;Column4
Rongibbsite;Pb2+2(AlSi4)O11(OH);Pb Si Al O H;monoclinic
Ronneburgite;K2Mn2+V5+4O12;K Mn V O;monoclinic
Ronpetersonite;BaW6+O4;Ba W O;tetragonal
R?ntgenite-(Ce);Ca2Ce3+3(CO3)5F3;Ca Ce C O F;hexagonal
Rooseveltite;Bi3+As5+O4;Bi As O;monoclinic
Roquesite;Cu1+In3+S2-2;Cu In S;tetragonal
Rorisite;CaClF;Ca Cl F;tetragonal
Rosasite;Cu2+Zn2+CO3(OH)2;Cu Zn C O H;monoclinic
Roscherite;Ca2Mn2+5Be4(PO4)6(OH)4·6H2O;Ca Mn Be P O H;triclinic
Roscoelite;KV3+2(Si3Al)O10(OH)2;K V Si Al O H;
Roselite;Ca2Co2+(As5+O4)2·2H2O;Ca Co As O H;monoclinic
Rosemaryite;[box]NaMn2+(Fe3+Al)(PO4)3;Na Mn Fe Al P O;monoclinic
Rosenbergite;AlF[F0.5(H2O)0.5]4·H2O;Al F H O;tetragonal
Rosenbuschite;Ca6Zr4+2Na6Zr4+Ti4+(Si2O7)4(OF)2F4;Ca Zr Na Ti Si O F;triclinic
Rosenhahnite;Ca3Si3O8(OH)2;Ca Si O H;triclinic
Roshchinite;(Ag1+,Cu1+)19Pb2+10Sb3+51S2-96;Ag Cu Pb Sb S;orthorhombic
Rosiaite;Pb2+Sb5+2O6;Pb Sb O;hexagonal
Rosick?ite;S;S;monoclinic
Rosi?resite;PbxCuyAlz(PO4)m·nH2O;Pb Cu Al P O H;
Rossiantonite;Al3(PO4)(S6+O4)2(OH)2·14H2O;Al P O S H;triclinic
Rossite;Ca(V5+O3)2·4H2O;Ca V O H;triclinic
R?sslerite;Mg(As5+O3OH)·7H2O;Mg As O H;monoclinic
Rossmanite;[box](LiAl2)Al6(Si6O18)(BO3)3(OH)3OH;Al Li Si O B H;hexagonal
Rossovskyite;Fe3+Nb5+O4;Fe Nb O;monoclinic
Rostite;AlS6+O4(OH)·5H2O;Al S O H;orthorhombic
Rotemite;Ca4Cr3+2(OH)12Cl2·4H2O;Ca Cr O H Cl;hexagonal
Roterb?rite;Cu1+Pd2+Bi3+Se2-3;Pd Cu Bi Se;orthorhombic
Rotherkopfite;KNa2(Fe2+2.5Ti4+1.5)Fe2+(Si4O12)2;K Na Fe Ti Si O;monoclinic
Rouaite;Cu2+2N5+O3(OH)3;Cu N O H;monoclinic
Roubaultite;Cu2+2O2(U6+O2)3(CO3)2(OH)2·4H2O;Cu O U C H;triclinic
Roumaite;(Nb5+,Ti4+)(Ca,Na,[box])3(Ca,REE)4(Si2O7)2(OH)F3;Nb Ti Ca Na REE Si O H F;monoclinic
Rouseite;Pb2+2Mn2+(As3+O3)2·2H2O;Pb Mn As O H;triclinic
Routhierite;Tl1+Cu1+Hg2+2As3+2S2-6;Tl Cu Hg As S;tetragonal
Rouvilleite;Na3Ca2(CO3)3F;Na Ca C O F;monoclinic
Rouxelite;Cu1+2Hg2+Pb2+22Sb3+28S2-64(O,S2-)2;Cu Hg Pb Sb S O;monoclinic
Roweite;Ca2Mn2+2B4O7(OH)6;Ca Mn B O H;orthorhombic
Rowlandite-(Y);Fe2+Y4(Si2O7)2F2;Fe Y Si O F;
Rowleyite;"[Na(N3-H4,K)9Cl4][(V5+,V4+)2(P,As5+)O8]6·&lt;i&gt;n&lt;/i&gt;[H2O,Na,N3-H4,K,Cl]";Na N H K Cl V P As O;cubic
Roxbyite;Cu1.78S;Cu S;triclinic|monoclinic
Roymillerite;Pb2+24Mg9(Si10O28)(CO3)10(BO3)(SiO4)(OH)13O5;Pb Mg Si O C B H;triclinic
Rozenite;Fe2+S6+O4·4H2O;Fe S O H;monoclinic
Rozhdestvenskayaite-(Zn);Ag1+6(Ag1+4Zn2+2)Sb3+4S2-13;Ag Zn Sb S;cubic
Rruffite;Ca2Cu2+(As5+O4)2·2H2O;Ca Cu As O H;monoclinic
Ruarsite;Ru3+(AsS)3-;Ru As S;monoclinic
Rubicline;RbAlSi3O8;Rb Al Si O;monoclinic
Rubinite;Ca3Ti3+2Si3O12;Ca Ti Si O;cubic
Rucklidgeite;Pb2+Bi3+2Te2-4;Pb Bi Te;hexagonal
Rudab?nyaite;(Ag1+2Hg1+2)(As5+O4)Cl;Ag Hg As O Cl;cubic
Rudashevskyite;(Fe2+,Zn2+)S2-;Fe Zn S;cubic
Rudenkoite;Sr3Al3.5Si3.5O10(OH,O)8Cl2·H2O;Sr Al Si O H Cl;monoclinic
R?dlingerite;Mn2+2V5+As5+O7·2H2O;Mn V As O H;monoclinic
Rudolfhermannite;Fe3+2(Te4+O3)3·H2O;Fe Te O H;hexagonal
Ruifrancoite;Ca2([box],Mn2+)2(Fe3+,Mn2+,Mg)4Be4(PO4)6(OH)6·4H2O;Ca Mn Fe Mg Be P O H;monoclinic
Ruitenbergite;Ca9B26O34(OH)24Cl4·13H2O;Ca B O H Cl;monoclinic
Ruizhongite;(Ag1+2[box])Pb2+3Ge2S8;Ag Pb Ge S;cubic
Ruizite;Ca2Mn3+2Si4O11(OH)4·2H2O;Ca Mn Si O H;monoclinic
Rumoiite;AuSn2;Au Sn;orthorhombic
Rumseyite;Pb2+2OFCl;Pb O F Cl;tetragonal
Rundqvistite-(Ce);Na3(Sr3Ce3+)[Zn2+2Si8O24];Na Sr Ce Zn Si O;monoclinic
Rusakovite;(Fe3+,Al)5(V5+O4)2(OH)9·3H2O;Fe Al V O H;
Rusinovite;Ca10(Si2O7)3Cl2;Ca Si O Cl;orthorhombic
Russellite;Bi3+2W6+O6;Bi W O;tetragonal|orthorhombic
Russoite;(N3-H4)ClAs3+2O3(H2O)0.5;N H Cl As O;hexagonal
Rustenburgite;Pt3Sn;Pt Sn;cubic
Rustumite;Ca10(Si2O7)2(SiO4)(OH)2Cl2;Ca Si O H Cl;monoclinic
Ruthenarsenite;(Ru,Ni)As;Ru Ni As;orthorhombic
Rutheniridosmine;(Ir,Os,Ru);Ir Os Ru;
Ruthenium;Ru;Ru;hexagonal
Rutherfordine;(U6+O2)CO3;U O C;orthorhombic
Rutile;Ti4+O2;Ti O;tetragonal
Ryabchikovite;Cu2+MgSi2O6;Cu Mg Si O;monoclinic
Rynersonite;CaTa5+2O6;Ca Ta O;orthorhombic
Saamite;Ba[box]Ti4+Nb5+Na3Ti4+(Si2O7)2O2(OH)2(H2O)2;Ba Ti Nb Na Si O H;triclinic
Sabatierite;Cu6TlSe4;Cu Tl Se;tetragonal|orthorhombic
Sabelliite;Cu2+2Zn2+As5+O4(OH)3;Cu Zn As O H;hexagonal
Sabieite;N3-H4Fe3+(S6+O4)2;N H Fe S O;hexagonal
Sabinaite;Na4Ti4+Zr4+2O4(CO3)4;Na Ti Zr O C;monoclinic
Sabugalite;HAl(U6+O2)4(PO4)4·16H2O;H Al U O P;tetragonal
Saccoite;Ca2Mn3+2F(OH)8·0.5(S6+O4);Ca Mn F O H S;tetragonal
Sacrofanite;(Na61K19Ca32)(Si84Al84O336)(S6+O4)26Cl2F6·2H2O;Na K Ca Si Al O S Cl F H;hexagonal
Sadanagaite;NaCa2(Mg3Al2)(Si5Al3)O22(OH)2;Na Ca Mg Al Si O H;monoclinic
Saddlebackite;Pb2+2Bi3+2Te2-2S2-3;Pb Bi Te S;hexagonal
Safflorite;Co3+(As2)3-;Co As;orthorhombic
Sahamalite-(Ce);Ce3+2Mg(CO3)4;Ce Mg C O;monoclinic
Sahlinite;Pb2+14O9(As5+O4)2Cl4;Pb O As Cl;monoclinic
Sailaufite;(Ca,Na,[box])2Mn3+3O2(As5+O4)2CO3·3H2O;Ca Na Mn O As C H;monoclinic
Sainfeldite;Ca5(As5+O4)2(As5+O3OH)2·4H2O;Ca As O H;monoclinic
Sakhaite;Ca48Mg16(BO3)32(CO3)16·2(H2O,HCl);Ca Mg B O C H Cl;cubic
Sakuraiite;(Cu1+,Cu2+,Zn2+,Fe2+)3(In3+,Sn4+)S2-4;Cu Zn Fe In Sn S;cubic|tetragonal
Salammoniac;N3-H4Cl;N H Cl;cubic
Sal?eite;Mg(U6+O2)2(PO4)2·10H2O;Mg U O P H;monoclinic
Salesite;Cu2+(I5+O3)(OH);Cu I O H;orthorhombic
Saliotite;(Li,Na)Al3(Si3Al)O10(OH)5;Li Na Al Si O H;monoclinic
Saltonseaite;K3NaMn2+Cl6;K Na Mn Cl;hexagonal
Salzburgite;Cu1+1.6Pb2+1.6Bi3+6.4S2-12;Cu Pb Bi S;orthorhombic
Samaniite;Cu1+2Fe2+5Ni2+2S2-8;Cu Fe Ni S;tetragonal
Samarskite-(Y);YFe3+Nb5+2O8;Y Fe Nb O;monoclinic
Samarskite-(Yb);YbNb5+O4;Yb Nb O;monoclinic
Samfowlerite;Ca14Mn2+3Zn2+2Be2Be6Si14O52(OH)6;Ca Mn Zn Be Si O H;monoclinic
Sampleite;NaCaCu2+5(PO4)4Cl·5H2O;Na Ca Cu P O Cl H;monoclinic
Samraite;Ni2+2P2O7;Ni P O;monoclinic
Samsonite;Ag1+4Mn2+Sb3+2S2-6;Ag Mn Sb S;monoclinic
Samuelsonite;Ca9Mn2+4Al2(PO4)10(OH)2;Ca Mn Al P O H;monoclinic
Sanbornite;BaSi2O5;Ba Si O;orthorhombic
Sanderite;MgS6+O4·2H2O;Mg S O H;orthorhombic
Saneroite;NaMn2+5[Si5O14(OH)](V5+O3)(OH);Na Mn Si O H V;triclinic
Sangenaroite;"Ag8(Sb8-xAsx)S16 (0 &lt; x &lt; 2)";Ag Sb As S;monoclinic
Sanguite;KCu2+Cl3;K Cu Cl;monoclinic
Sanidine;KAlSi3O8;K Al Si O;monoclinic
Sanjuanite;Al2(PO4)(S6+O4)(OH)·9H2O;Al P O S H;monoclinic
Sanmartinite;Zn2+W6+O4;Zn W O;monoclinic|triclinic
Sanrom?nite;Na2CaPb2+3(CO3)5;Na Ca Pb C O;hexagonal
Santabarbaraite;Fe3+3(PO4)2(OH)3·5H2O;Fe P O H;
Santaclaraite;CaMn2+4Si5O14(OH)2·H2O;Ca Mn Si O H;triclinic
Santafeite;(Ca,Sr,Na)3(Mn2+,Fe3+)2Mn4+2(V5+O4)4(OH,O)5·2H2O;Ca Sr Na Mn Fe V O H;orthorhombic
Santanaite;Pb2+9Pb4+2Cr6+O16;Pb Cr O;hexagonal
Santarosaite;Cu2+B2O4;Cu B O;tetragonal
Santite;KB5O6(OH)4·2H2O;K B O H;orthorhombic
Saponite;(Ca,Na)0.3(Mg,Fe2+)3(Si,Al)4O10(OH)2·4H2O;Ca Na Mg Fe Si Al O H;
Sapozhnikovite;Na8(Al6Si6O24)(HS2-)2;Na Al Si O H S;cubic
Sapphirine;Mg4(Mg3Al9)O4[Si3Al9O36];Mg Al O Si;monoclinic|triclinic
Sarabauite;CaSb3+10O10S2-6;Sb S Ca O;monoclinic
Saranchinaite;Na2Cu2+(S6+O4)2;Na Cu S O;monoclinic
Saranovskite;SrCaFe2+ 2(Cr3+4Ti4+2)Ti4+12O38;Sr Ca Fe Cr Ti O;hexagonal
Sarcolite;Na4Ca12Al8Si12O46(SiO4,PO4)(OH,H2O)4(CO3,Cl);Na Ca Al Si O P H C Cl;tetragonal
Sarcopside;Fe2+3[box](PO4)2;Fe P O;monoclinic
Sardashtite;Ag1+9Cu1+2.5Pb2+41Sb3+36.5As3+7S2-112;Ag Cu Pb Sb As S;monoclinic
Sardignaite;Bi3+Mo6+2O7(OH)·2H2O;Bi Mo O H;monoclinic
Sarkinite;Mn2+2As5+O4(OH);Mn As O H;monoclinic
Sarmientite;Fe3+2(As5+O4)(S6+O4)(OH)·5H2O;Fe As O S H;monoclinic
Sarrabusite;Pb2+5Cu2+(Se4+O3)4Cl4;Pb Cu Cl Se O;monoclinic
Sarrochite;[Ca4(H2O)38][Mo6+8P2Fe3+3O37(OH)];Ca H O Mo P Fe;hexagonal
Sartorite;Pb2+As3+2S2-4;Pb As S;monoclinic
Sarvodaite;Al2(S6+O4)3·5H2O;Al S O H;monoclinic
Saryarkite-(Y);Ca(Y,Th4+)Al5(SiO4)2(PO4)2(OH)7·6H2O;Ca Y Th Al Si O P H;tetragonal
Sasaite;Al6(PO4)5(OH)3·36H2O;Al P O H;orthorhombic
Sassite;Ti3+2Ti4+O5;Ti O;orthorhombic
Sassolite;B(OH)3;B O H;triclinic
Satimolite;KNa2(Al5Mg2)[B12O18(OH)12](OH)6Cl4·4H2O;K Na Al Mg B O H Cl;orthorhombic
Satpaevite;Al12V4+2V5+6O37·30H2O;Al V O H;
Satterlyite;(Fe2+,Mg,Fe3+)12(PO3OH)(PO4)5(OH,O)6;Fe Mg P O H;hexagonal
Sauconite;Na0.3Zn2+3(Si,Al)4O10(OH)2·4H2O;Na Zn Si Al O H;
Savelievaite;Mg2Cr3+O2(BO3);Mg Cr O B;orthorhombic
Sayrite;Pb2+2(U6+O2)5O6(OH)2·4H2O;Pb U O H;monoclinic
Sazhinite-(Ce);Na3Ce3+Si6O15·2H2O;Na Ce Si O H;orthorhombic
Sazhinite-(La);Na3LaSi6O15·2H2O;Na La Si O H;orthorhombic
Sazykinaite-(Y);Na5YZr4+Si6O18·6H2O;Na Y Zr Si O H;hexagonal
Sbacchiite;Ca2AlF7;Ca Al F;orthorhombic
Sborgite;NaB5O6(OH)4·3H2O;Na B O H;monoclinic
Scacchite;Mn2+Cl2;Mn Cl;hexagonal
Scainiite;Pb2+14Sb3+30S2-54O5;Pb Sb S O;monoclinic
Scandiobabingtonite;(Ca,Na)2(Fe2+,Mn2+)(Sc,Fe3+)Si5O14(OH);Ca Na Fe Mn Sc Si O H;triclinic
Scandio-fluoro-eckermannite;NaNa2(Mg4Sc)(Si8O22)F2;Na Mg Sc Si O F;monoclinic
Scandio-winchite;[box](NaCa)(Mg4Sc)(Si8O22)(OH)2;Na Ca Mg Sc Si O H;monoclinic
Scarbroite;Al5(CO3)(OH)13·5H2O;Al C O H;triclinic
Scawtite;Ca7(Si3O9)2(CO3)·2H2O;Ca Si O C H;monoclinic
Scenicite;[(U6+O2)(H2O)2(S6+O4)]2·3H2O;U O H S;orthorhombic
Schachnerite;Ag1.1Hg0.9;Ag Hg;hexagonal
Schafarzikite;Fe2+Sb3+2O4;Fe Sb O;tetragonal
Sch?ferite;NaCa2Mg2(V5+O4)3;Na Ca Mg V O;cubic
Schairerite;Na21(S6+O4)7ClF6;Na S O Cl F;hexagonal
Schallerite;Mn2+16As3+3Si12O36(OH)17;Mn As Si O H;hexagonal
Schapbachite;Ag1+0.4Pb2+0.2Bi3+0.4S2-;Ag Pb Bi S;cubic
Schaurteite;Ca3Ge(S6+O4)2(OH)6·3H2O;Ca Ge S O H;hexagonal
Scheelite;CaW6+O4;Ca W O;tetragonal
Schertelite;(N3-H4)2Mg(PO3OH)2·4H2O;N H Mg P O;orthorhombic
Scheuchzerite;NaMn2+9Si9V5+O28(OH)4;Na Mn Si V O H;triclinic
Schiavinatoite;Nb5+BO4;Nb B O;tetragonal
Schieffelinite;Pb2+10Te6+6O20(OH)14(S6+O4)·5H2O;Pb Te O H S;orthorhombic
Schindlerite;(N3-H4)4Na2[V5+10O28]·10H2O;N H Na O V;triclinic
Schizolite;NaCaMn2+Si3O8(OH);Na Ca Mn Si O H;triclinic
Schlegelite;Bi3+7O4(Mo6+O4)2(As5+O4)3;Bi O Mo As;orthorhombic
Schlemaite;(Cu1+,[box])6(Pb2+,Bi3+)Se2-4;Cu Pb Bi Se;monoclinic
Schlossmacherite;(H3O)Al3(S6+O4)2(OH)6;H O Al S;
Schl?terite-(Y);(Y,REE)2AlSi2O7(OH)2F;Y REE Al Si O H F;monoclinic
Schmidite;Zn2+(Fe3+0.5Mn2+0.5)2Zn2+Fe3+(PO4)3(OH)3(H2O)8;Zn Fe Mn P O H;orthorhombic
Schmiederite;Cu2+2Pb2+2(Se4+O3)(Se6+O4)(OH)4;Cu Pb Se O H;monoclinic
Schmitterite;(U6+O2)Te4+O3;U O Te;orthorhombic
Schneebergite;Bi3+Co2+2(As5+O4)2(OH)·H2O;Bi Co As O H;monoclinic
Schneiderh?hnite;Fe2+Fe3+3As3+5O13;Fe As O;triclinic
Schoderite;Al2(PO4)(V5+O4)·8H2O;Al P O V H;monoclinic
Schoenfliesite;MgSn4+(OH)6;Mg Sn O H;cubic
Schoepite;(U6+O2)4O(OH)6(H2O)6;U O H;orthorhombic
Sch?llhornite;Na0.3CrS2·H2O;Na Cr S H O;hexagonal
Scholzite;CaZn2+2(PO4)2·2H2O;Ca Zn P O H;orthorhombic
Schoonerite;Zn2+Mn2+Fe2+2Fe3+(PO4)3(OH)2(H2O)7·2H2O;Zn Mn Fe P O H;orthorhombic
Schorl;NaFe2+3Al6(Si6O18)(BO3)3(OH)3OH;Na Fe Al Si O B H;hexagonal
Schorlomite;Ca3Ti4+2(Fe3+2Si)O12;Ca Ti Si Fe O;cubic
Schreibersite;(Fe,Ni)3P;Fe Ni P;tetragonal
Schreyerite;V3+2Ti4+3O9;V Ti O;monoclinic
Schr?ckingerite;NaCa3(U6+O2)(S6+O4)(CO3)3F·10H2O;Na Ca U O S C F H;triclinic
Schubnelite;Fe3+V5+O4·H2O;Fe V O H;triclinic
Schuetteite;Hg2+3O2(S6+O4);Hg O S;hexagonal
Schuilingite-(Nd);Cu2+Pb2+Nd(CO3)3(OH)·1.5H2O;Cu Pb Nd C O H;orthorhombic
Schulenbergite;(Cu2+,Zn2+)7(S6+O4)2(OH)10·3H2O;Cu Zn S O H;hexagonal
Sch?llerite;Na2Ba2Mg2Ti4+2(Si2O7)2O2F2;Ba Ti Na Mg Si O F;triclinic
Schultenite;Pb2+(As5+O3OH);Pb As O H;monoclinic
Schumacherite;Bi3+3O(V5+O4)2(OH);Bi O V H;triclinic
Schwartzembergite;Pb2+5H2I3+O6Cl3;Pb H I O Cl;tetragonal
Schwertmannite;Fe3+16O16(OH)9.6(S6+O4)3.2·10H2O;Fe O H S;triclinic|tetragonal
Sclarite;Zn2+7(CO3)2(OH)10;Zn C O H;monoclinic
Scolecite;Ca(Si3Al2)O10·3H2O;Ca Si Al O H;monoclinic
Scordariite;K8(Fe3+0.67[box]0.33)[Fe3+3O(S6+O4)6(H2O)3]2(H2O)11;K Fe O S H;hexagonal
Scorodite;Fe3+As5+O4·2H2O;Fe As O H;orthorhombic
Scorticoite;Mn2+6(Sb5+[box])(SiO4)2O3(OH)3;Mn Sb Si O H;hexagonal
Scorzalite;Fe2+Al2(PO4)2(OH)2;Fe Al P O H;monoclinic
Scotlandite;Pb2+S4+O3;Pb S O;monoclinic
Scottyite;BaCu2+2Si2O7;Ba Cu Si O;orthorhombic
Scrutinyite;Pb4+O2;Pb O;orthorhombic
Seaborgite;LiK2Na6(U6+O2)(S6+O4)5(S6+O3OH)(H2O);Li K Na U O S H;triclinic
Seamanite;Mn2+3B(PO4)(OH)6;Mn B O H P;orthorhombic
Searlesite;NaBSi2O5(OH)2;Na B Si O H;monoclinic
Sederholmite;NiSe;Ni Se;hexagonal
Sedovite;U4+(Mo6+O4)2;U Mo O;orthorhombic
Seeligerite;Pb2+3(I5+O4)Cl3;Pb I O Cl;orthorhombic
Seelite;Mg(U6+O2)2(As3+O3,As5+O4)2·7H2O;Mg U O As H;monoclinic
Segelerite;CaMgFe3+(PO4)2(OH)·4H2O;Ca Mg Fe P O H;orthorhombic
Segerstromite;Ca3(As5+O4)2(As3+(OH)3)2;Ca As O H;cubic
Segnitite;Pb2+Fe3+3(As5+O4)(As5+O3OH)(OH)6;Pb Fe As O H;
Seidite-(Ce);Na4(Ce3+,Sr)2Ti4+Si8O18(O,OH,F)6·5H2O;Na Ce Sr Ti Si O H F;monoclinic
Seidozerite;Na2Zr4+2Na2Mn2+Ti4+(Si2O7)2O2F2;Na Zr Mn Ti Si O F;monoclinic
Seifertite;SiO2;Si O;orthorhombic
Sein?jokite;Fe3+(Sb2)3-;Fe Sb;orthorhombic
Sejkoraite-(Y);Y2[(U6+O2)8O6(S6+O4)4(OH)2]·26H2O;Y U O S H;triclinic
Sekaninaite;Fe2+2Al3(AlSi5)O18;Fe Al Si O;orthorhombic
Selenium;Se;Se;monoclinic|hexagonal
Selenodantopaite;Ag1+5Bi3+13Se2-22;Ag Bi Se;monoclinic
Selenojalpaite;Ag1+3Cu1+Se2-2;Ag Cu Se;tetragonal
Selenojunoite;Cu1+2Pb2+3Bi3+8Se2-16;Cu Pb Bi Se;monoclinic
Selenolaurite;RuSe2;Ru Se;cubic
Selenopolybasite;Cu1+(Ag1+,Cu1+)6Ag1+9Sb3+2(S2-,Se2-)9Se2-2;Cu Ag Sb S Se;hexagonal
Selenostephanite;Ag1+5Sb3+Se2-4;Ag Sb Se;orthorhombic
Seligmannite;Cu1+Pb2+As3+S2-3;Cu Pb As S;orthorhombic
Selivanovaite;Fe3+[box]Ti4+2Na[box]Ti4+2(Si2O7)2O4(H2O)4;Fe Ti Na Si O H;triclinic
Sellaite;MgF2;Mg F;tetragonal
Selsurtite;(H3O)12Na3(Ca3Mn2+3)(Na2Fe2+)Zr4+3[box]Si[Si24O69(OH)3](OH)Cl·H2O;H O Na Ca Mn Fe Zr Si Cl;hexagonal
Selwynite;NaKBeZr4+2(PO4)4·2H2O;Na K Be Zr P O H;tetragonal
Semenovite-(Ce);(Na,Ca)9Fe2+Ce4+2(Si,Be)20(O,OH,F)48;Na Ca Fe Ce Si Be O H F;orthorhombic|tetragonal
Semseyite;Pb2+9Sb3+8S2-21;Pb Sb S;monoclinic
Senaite;Pb2+(Mn2+,Y,U6+)(Fe2+,Zn2+)2(Ti4+,Fe3+,Cr3+,V5+)18(O,OH)38;Pb Mn Y U Fe Zn Ti Cr V O H;hexagonal
Senandorite;Ag1+Pb2+Sb3+3S2-6;Ag Pb Sb S;orthorhombic
Senarmontite;Sb3+2O3;Sb O;cubic
Senegalite;Al2PO4(OH)3·H2O;Al P O H;orthorhombic
Sengierite;Cu2+2(U6+O2)2(V5+O4)2(OH)2·6H2O;Cu U O V H;monoclinic
Senkevichite;CsKNaCa2Ti4+OSi7O18(OH);Cs Na K Ca Ti O Si H;triclinic
Sepiolite;Mg4Si6O15(OH)2·6H2O;Mg Si O H;orthorhombic
Serandite;NaMn2+2Si3O8(OH);Na Mn Si O H;triclinic
Serendibite;Ca4(Mg6Al6)O4[Si6B3Al3O36];Ca Mg Al O Si B;triclinic
Sergeevite;Ca2Mg11(CO3)9(HCO3)4(OH)4·6H2O;Ca Mg C O H;hexagonal
Sergevanite;Na15(Ca3Mn2+3)(Na2Fe2+)Zr4+3Si26O72(OH)3·H2O;Na Ca Mn Fe Zr Si O H;hexagonal
Sergeysmirnovite;MgZn2+2(PO4)2·4H2O;Mg Zn P O H;orthorhombic
Serpierite;Ca(Cu2+,Zn2+)4(S6+O4)2(OH)6·3H2O;Ca Cu Zn S O H;monoclinic
Serrabrancaite;Mn3+PO4·H2O;Mn P O H;monoclinic
Sewardite;CaFe3+2(As5+O4)2(OH)2;Ca Fe As O H;orthorhombic
Shabaite-(Nd);CaNd2(U6+O2)(CO3)4(OH)2·6H2O;Ca Nd U O C H;monoclinic
Shabynite;Mg5BO3(OH)5Cl2·4H2O;Mg B O H Cl;
Shadlunite;(Fe,Cu)8(Pb,Cd)S8;Fe Cu Pb Cd S;cubic
Shafranovskite;Na3K2(Mn2+,Fe3+,Na)4[Si9(O,OH)27](OH)2·nH2O;Na K Mn Fe Si O H;hexagonal
Shagamite;KFe3+11O17;K Fe O;hexagonal
Shakhdaraite-(Y);ScYNb5+2O8;Sc Y Nb O;monoclinic
Shakhovite;Hg1+4Sb5+O3(OH)3;Hg Sb O H;monoclinic
Shandite;Pb2Ni3S2;Ni Pb S;hexagonal
Shannonite;Pb2+2O(CO3);Pb O C;orthorhombic
Sharpite;Ca(U6+O2)3(CO3)4·3H2O;Ca U O C H;orthorhombic
Sharyginite;Ca3Ti4+Fe3+2O8;Ca Ti Fe O;orthorhombic
Shasuite;CaNi2+3(P2O7)2;Ca Ni P O;monoclinic
Shattuckite;Cu2+5(SiO3)4(OH)2;Cu Si O H;orthorhombic
Shcherbakovite;K2NaTi4+2(Si4O12)O(OH);K Na Ti O H Si;orthorhombic
Shcherbinaite;V5+2O5;V O;orthorhombic
Shchurovskyite;K2CaCu2+6O2(As5+O4)4;K Ca Cu O As;monoclinic
Sheldrickite;NaCa3(CO3)2F3·H2O;Na Ca C O F H;hexagonal
Shenganfuite;Pb2+Te4+3O5(OH)Cl3(H2O);Pb Te O H Cl;triclinic
Shenzhuangite;Ni2+Fe2+S2-2;Ni Fe S;tetragonal
Sherwoodite;Ca5.5(AlV4+V5+12O39)·28H2O;Ca Al V O H;tetragonal
Shibkovite;K2Ca2(Zn2+3Si12)O30;K Ca Zn Si O;hexagonal
Shigaite;Mn2+6Al3(OH)18[Na(H2O)6](S6+O4)2·6H2O;Mn Al O H Na S;hexagonal
Shijiangshanite;Pb2+3CaAl(Si5O14)(OH)3·3H2O;Pb Ca Al Si O H;hexagonal
Shilovite;Cu2+(N3-H3)4(N5+O3)2;Cu N H O;orthorhombic
Shimazakiite;Ca2B2O5;Ca B O;orthorhombic|monoclinic
Shimenite;Tl1+5Sb3+21-yAs3+yS2-34 (9 ? y ? 10);Tl Sb As S;triclinic
Shinarumpite;[Co2+(H2O)6][(U6+O2)(S6+O4)2(H2O)]·4H2O;Co H O U S;monoclinic
Shinichengite;Ca5[BSi2O7(OH)2]2·6H2O;Ca B Si O H;triclinic
Shinkolobweite;Pb2+1.33[U5+O(OH)(U6+O2)5O4.67(OH)5.33](H2O)5;Pb U O H;orthorhombic
Shiranuiite;Cu1+(Rh3+Rh4+)S2-4;Cu Rh S;cubic
Shirokshinite;K(Mg2Na)Si4O10F2;K Mg Na Si O F;monoclinic
Shirozulite;KMn2+3(Si3Al)O10(OH)2;K Mn Si Al O H;monoclinic
Shkatulkalite;Na2Nb5+2Na3Ti4+(Si2O7)2O2(FO)(H2O)4(H2O)3;Na Nb Ti Si O F H;monoclinic
Shlykovite;KCa[Si4O9(OH)]·3H2O;K Ca Si O H;monoclinic
Shojiite;Na(NaMg)Mg5Si8O22(OH)2;Na Mg Si O H;monoclinic
Shomiokite-(Y);Na3Y(CO3)3·3H2O;Na Y C O H;orthorhombic
Shortite;Na2Ca2(CO3)3;Na Ca C O;orthorhombic
Shosanbetsuite;Ag3Sn;Ag Sn;orthorhombic
Shuangfengite;Ir4+Te2-2;Ir Te;hexagonal
Shubnikovite;Ca2Cu2+8(As5+O4)6Cl(OH)·7H2O;Ca Cu As O Cl H;
Shuiskite-(Cr);Ca2Cr3+Cr3+2[SiO4][Si2O6(OH)](OH)2O;Ca Cr Si O H;monoclinic
Shuiskite-(Mg);Ca2MgCr3+2(SiO4)(Si2O7)(OH)2·H2O;Ca Mg Cr Si O H;monoclinic
Shulamitite;Ca3Ti4+Fe3+AlO8;Ca Ti Fe Al O;orthorhombic
Shumwayite;(U6+O2)2(S6+O4)2·5H2O;U O S H;monoclinic
Shuvalovite;K2(Ca2Na)(S6+O4)3F;K Ca Na S O F;orthorhombic
Sibirskite;CaHBO3;Ca H B O;monoclinic
Sicherite;Tl1+Ag1+2(As3+,Sb3+)3S2-6;Tl Ag As Sb S;orthorhombic
Siderazot;Fe3N1.33;Fe N;hexagonal
Siderite;Fe2+CO3;Fe C O;hexagonal
Sideronatrite;Na2Fe3+(S6+O4)2(OH)·3H2O;Na Fe S O H;orthorhombic
Siderophyllite;KFe2+2Al(Si2Al2)O10(OH)2;K Fe Al Si O H;hexagonal|monoclinic
Siderotil;Fe2+S6+O4·5H2O;Fe S O H;triclinic
Sidorenkite;Na3Mn2+(PO4)(CO3);Na Mn P O C;monoclinic
Sidorovite;PtFe3;Pt Fe;cubic
